Date,daily_tweets,neg_sentiment,pos_sentiment,compound_sentiment,closing_price
2011-01-03,3,0.0,0.25300000000000006,0.38586666666666664,13.06
2011-01-04,15,0.0,0.11973333333333334,0.2091333333333333,13.63
2011-01-05,3,0.0,0.0,0.0,13.86
2011-01-06,18,0.0,0.0937777777777778,0.1579,13.6275
2011-01-07,5,0.022,0.2506,0.36907999999999996,13.44
2011-01-10,11,0.0,0.14318181818181816,0.26076363636363636,14.62
2011-01-11,10,0.0,0.1139,0.20873,14.1
2011-01-12,3,0.0,0.11499999999999999,0.23343333333333335,14.26
2011-01-13,6,0.0,0.2545,0.32689999999999997,13.9
2011-01-14,5,0.0,0.2914,0.49285999999999996,13.8
2011-01-18,7,0.0,0.088,0.19124285714285713,14.5425
2011-01-19,8,0.0,0.073375,0.11282500000000001,14.55
2011-01-20,2,0.0,0.147,0.2023,14.57
2011-01-21,15,0.0,0.10213333333333334,0.16413333333333335,14.0475
2011-01-24,6,0.0,0.3,0.43206666666666665,14.47
2011-01-25,5,0.0,0.2292,0.39698,14.23
2011-01-26,32,0.0040625,0.0906875,0.1614,13.7
2011-01-27,4,0.0,0.0,0.0,13.76
2011-01-28,4,0.0,0.14175,0.3243,13.21
2011-01-31,6,0.0,0.07816666666666666,0.10325000000000001,13.44
2011-02-01,3,0.071,0.12833333333333333,0.1287,13.85
2011-02-02,4,0.0,0.1725,0.269675,15.12
2011-02-03,5,0.028000000000000004,0.2426,0.4037,15.24
2011-02-04,22,0.00759090909090909,0.30240909090909085,0.46017272727272734,15.01
2011-02-07,6,0.0,0.13716666666666666,0.25576666666666664,15.74
2011-02-08,8,0.0,0.18875,0.287825,15.3675
2011-02-09,13,0.0,0.16953846153846153,0.2920384615384615,15.45
2011-02-10,8,0.0,0.36824999999999997,0.583925,15.33
2011-02-11,16,0.0,0.10093749999999999,0.19726875,16.04
2011-02-14,6,0.011833333333333333,0.3381666666666667,0.5025833333333333,16.49
2011-02-15,17,0.0,0.10999999999999999,0.19817647058823532,16.58
2011-02-16,9,0.0,0.10622222222222222,0.1960222222222222,17.14
2011-02-17,16,0.0,0.07187500000000001,0.1071375,17.43
2011-02-18,28,0.0,0.04225,0.07111071428571429,18.04
2011-02-22,31,0.0,0.1082258064516129,0.17302580645161295,17.82
2011-02-23,9,0.0468888888888889,0.0921111111111111,0.12947777777777777,17.87
2011-02-24,10,0.040100000000000004,0.1577,0.21144,18.34
2011-02-25,7,0.0,0.144,0.19235714285714287,17.57
2011-02-28,13,0.020384615384615386,0.02823076923076923,0.00413846153846154,17.07
2011-03-01,6,0.021166666666666667,0.0,-0.02551666666666667,17.23
2011-03-02,25,0.0,0.06848000000000001,0.134744,17.25
2011-03-03,22,0.04349999999999999,0.09904545454545456,0.10218636363636363,16.7
2011-03-04,11,0.0,0.13318181818181818,0.23101818181818182,16.42
2011-03-07,5,0.032,0.0526,0.026980000000000004,15.82
2011-03-08,6,0.07250000000000001,0.07533333333333334,0.02351666666666667,15.71
2011-03-09,8,0.0,0.298125,0.5957875,15.74
2011-03-10,10,0.0,0.23079999999999998,0.39987,14.66
2011-03-11,11,0.021545454545454545,0.06854545454545455,0.07229090909090909,14.27
2011-03-14,2,0.0,0.195,0.3601,14.5
2011-03-15,12,0.0,0.2665,0.44408333333333333,16.07
2011-03-16,7,0.0,0.137,0.23151428571428573,15.61
2011-03-17,7,0.12200000000000001,0.09957142857142857,-0.04741428571428573,15.85
2011-03-18,12,0.0,0.11108333333333331,0.2026,15.375
2011-03-21,12,0.0,0.24808333333333332,0.42919999999999997,16.11
2011-03-22,8,0.0795,0.138625,0.0408125,15.71
2011-03-23,11,0.04200000000000001,0.0829090909090909,0.0668909090909091,16.41
2011-03-24,8,0.0,0.08975,0.19765,16.4
2011-03-25,3,0.0,0.40199999999999997,0.6023666666666667,16.4
2011-03-28,2,0.0,0.1755,0.37095,16.53
2011-03-29,24,0.0,0.21387500000000004,0.40261250000000004,16.78
2011-03-30,4,0.0,0.2695,0.48819999999999997,17.09
2011-03-31,5,0.0,0.0814,0.11717999999999999,17.14
2011-04-01,2,0.0,0.0,0.0,17.19
2011-04-04,1,0.0,0.2,0.4588,17.47
2011-04-05,4,0.052750000000000005,0.20725,0.37455000000000005,17.5
2011-04-06,12,0.008916666666666666,0.09425,0.162925,17.38
2011-04-07,4,0.0,0.3315,0.612675,17.07
2011-04-08,5,0.0,0.2604,0.38558000000000003,16.85
2011-04-11,6,0.0,0.11933333333333333,0.22940000000000002,16.39
2011-04-12,13,0.0,0.1773846153846154,0.27749230769230776,16.27
2011-04-13,6,0.015500000000000002,0.26,0.4946166666666667,16.44
2011-04-14,8,0.01975,0.16812499999999997,0.30624999999999997,16.23
2011-04-15,5,0.08660000000000001,0.15140000000000003,0.17218,15.74
2011-04-18,12,0.013083333333333334,0.22808333333333333,0.40220000000000006,15.34
