Date,Closing Price,Daily Tweets,Sentiment Score
2011-01-03,0.18491242038216565,0.008274231678486997,0.6740615279383738
2011-01-04,0.19625796178343954,0.002364066193853428,0.45813469121125067
2011-01-05,0.20083598726114651,0.009456264775413711,0.6086381350651822
2011-01-06,0.1962082006369427,0.01773049645390071,0.3820274796562597
2011-01-07,0.19247611464968153,0.02955082742316785,0.375734084653844
2011-01-10,0.21596337579617836,0.018912529550827423,0.7024588758357269
2011-01-11,0.20561305732484078,0.013002364066193853,0.49081423817511594
2011-01-12,0.20879777070063696,0.02955082742316785,0.46719541390485775
2011-01-13,0.2016321656050956,0.013002364066193853,0.5185631538089883
2011-01-14,0.19964171974522296,0.004728132387706856,0.5970053580443948
2011-01-18,0.21442078025477712,0.037825059101654845,0.576545119945279
2011-01-19,0.21457006369426757,0.01182033096926714,0.39837516575786663
2011-01-20,0.21496815286624207,0.02364066193853428,0.5315994849535552
2011-01-21,0.20456807324840767,0.026004728132387706,0.6360612602839822
2011-01-24,0.21297770700636948,0.05555555555555555,0.5560557120806616
2011-01-25,0.2082006369426752,0.06028368794326241,0.44413682284796036
2011-01-26,0.19765127388535034,0.024822695035460994,0.537594501107684
2011-01-27,0.19884554140127392,0.010638297872340425,0.5533184589243735
2011-01-28,0.18789808917197456,0.00591016548463357,0.677303135749791
2011-01-31,0.19247611464968153,0.009456264775413711,0.7238492991957801
2011-02-01,0.20063694267515925,0.024822695035460994,0.6126010031096097
2011-02-02,0.22591560509554143,0.04018912529550828,0.47379872086287045
2011-02-03,0.22830414012738856,0.05673758865248227,0.4205677202724808
2011-02-04,0.22372611464968156,0.037825059101654845,0.45898326620766855
2011-02-07,0.23825636942675163,0.024822695035460994,0.5277708768547975
2011-02-08,0.23084195859872614,0.02127659574468085,0.22271635964983694
2011-02-09,0.23248407643312105,0.02009456264775414,0.42098558340435743
2011-02-10,0.23009554140127392,0.00591016548463357,0.48958158034261773
2011-02-11,0.24422770700636945,0.04491725768321513,0.5754565014014874
2011-02-14,0.2531847133757962,0.04964539007092199,0.6071687783353256
2011-02-15,0.2549761146496815,0.010638297872340425,0.742688576562491
2011-02-16,0.2661226114649682,0.02127659574468085,0.3690247719195385
2011-02-17,0.27189490445859876,0.03664302600472813,0.5721767123213304
2011-02-18,0.2840366242038217,0.03664302600472813,0.4705459559522061
2011-02-22,0.27965764331210197,0.02009456264775414,0.4024612140437097
2011-02-23,0.2806528662420383,0.027186761229314422,0.44982601284410606
2011-02-24,0.2900079617834395,0.061465721040189124,0.45302225927338247
2011-02-25,0.2746815286624204,0.1276595744680851,0.46782848022496953
2011-02-28,0.2647292993630574,0.06264775413711583,0.3866300818132702
2011-03-01,0.26791401273885357,0.07446808510638298,0.38042725925443355
2011-03-02,0.26831210191082805,0.024822695035460994,0.6094239793831016
2011-03-03,0.25736464968152867,0.05673758865248227,0.5041457235631086
2011-03-04,0.25179140127388544,0.018912529550827423,0.44290663450371076
2011-03-07,0.23984872611464972,0.01773049645390071,0.5168764826908562
2011-03-08,0.23765923566878985,0.02127659574468085,0.4067681703648398
2011-03-09,0.23825636942675163,0.026004728132387706,0.6071598729892578
2011-03-10,0.21675955414012743,0.014184397163120567,0.25771596393227236
2011-03-11,0.20899681528662423,0.010638297872340425,0.5933920709628733
2011-03-14,0.21357484076433125,0.09456264775413711,0.46723203360863086
2011-03-15,0.24482484076433125,0.15011820330969267,0.41032244624312564
2011-03-16,0.23566878980891723,0.06855791962174941,0.41324483032399334
2011-03-17,0.2404458598726115,0.07092198581560284,0.3938705047162659
2011-03-18,0.23099124203821658,0.06973995271867613,0.4568342842459739
2011-03-21,0.24562101910828027,0.037825059101654845,0.5513410738823173
2011-03-22,0.23765923566878985,0.022458628841607566,0.5097162462203255
2011-03-23,0.25159235668789814,0.02127659574468085,0.5197309349134603
2011-03-24,0.25139331210191085,0.027186761229314422,0.3962900835464062
2011-03-25,0.25139331210191085,0.01773049645390071,0.567554245449462
2011-03-28,0.2539808917197453,0.04964539007092199,0.5116425011176002
2011-03-29,0.2589570063694268,0.030732860520094562,0.4988887220091989
2011-03-30,0.26512738853503187,0.018912529550827423,0.5915229919468068
2011-03-31,0.2661226114649682,0.0425531914893617,0.572834176456149
2011-04-01,0.2671178343949045,0.037825059101654845,0.4611628721460485
2011-04-04,0.2726910828025478,0.02127659574468085,0.5899998599988396
2011-04-05,0.2732882165605096,0.022458628841607566,0.5288610219913247
2011-04-06,0.27089968152866245,0.031914893617021274,0.554772645667227
2011-04-07,0.2647292993630574,0.04964539007092199,0.4987334027943736
2011-04-08,0.26035031847133766,0.03900709219858156,0.5854787065714675
2011-04-11,0.2511942675159236,0.024822695035460994,0.5393395545277372
2011-04-12,0.24880573248407645,0.018912529550827423,0.40631546073146424
2011-04-13,0.2521894904458599,0.061465721040189124,0.43523278572933477
2011-04-14,0.24800955414012743,0.07446808510638298,0.46358579113941195
2011-04-15,0.23825636942675163,0.054373522458628844,0.4160421389996073
2011-04-18,0.23029458598726119,0.02127659574468085,0.37304811954156164
2011-04-19,0.2287022292993631,0.041371158392434985,0.36220380111720896
2011-04-20,0.22929936305732485,0.024822695035460994,0.388546408994921
2011-04-21,0.2414410828025478,0.030732860520094562,0.6066934840317244
2011-04-25,0.23865445859872614,0.015366430260047281,0.43542528944219383
2011-04-26,0.24203821656050958,0.013002364066193853,0.4025709927310823
2011-04-27,0.2414410828025478,0.04728132387706856,0.4482211019852976
2011-04-28,0.24582006369426757,0.04609929078014184,0.5433198160784757
2011-04-29,0.35668789808917206,0.06382978723404255,0.4118367131405579
2011-05-02,0.3523089171974523,0.034278959810874705,0.22624070123247667
2011-05-03,0.35370222929936307,0.11702127659574468,0.41185714053059264
2011-05-04,0.35191082802547774,0.13238770685579196,0.4168320352935007
2011-05-05,0.35290605095541405,0.03900709219858156,0.5275996925487126
2011-05-06,0.3511146496815287,0.022458628841607566,0.3952371491078066
2011-05-09,0.3525079617834395,0.016548463356973995,0.571298325995653
2011-05-10,0.3548964968152867,0.016548463356973995,0.46399122735588344
2011-05-11,0.3501194267515924,0.04018912529550828,0.5243718354074521
2011-05-12,0.3505175159235669,0.08156028368794327,0.43080866996571415
2011-05-13,0.347531847133758,0.030732860520094562,0.3527053308812069
2011-05-16,0.34514331210191085,0.013002364066193853,0.4793815720187392
2011-05-17,0.3431528662420383,0.016548463356973995,0.3887671069274571
2011-05-18,0.34494426751592366,0.034278959810874705,0.2995678459431042
2011-05-19,0.34892515923566886,0.016548463356973995,0.3691876075544623
2011-05-20,0.3457404458598727,0.013002364066193853,0.5501323677634277
2011-05-23,0.34215764331210197,0.014184397163120567,0.5661134906546363
2011-05-24,0.3423566878980892,0.008274231678486997,0.3653654273135403
2011-05-25,0.3367834394904459,0.04609929078014184,0.528798918619611
2011-05-26,0.3397691082802548,0.0508274231678487,0.4984924732233492
2011-05-27,0.3387738853503185,0.028368794326241134,0.4739819661362905
2011-05-31,0.34414808917197454,0.04018912529550828,0.620430427239866
2011-06-01,0.3433519108280255,0.015366430260047281,0.5635760002419608
2011-06-02,0.3399681528662421,0.010638297872340425,0.40756749127349884
2011-06-03,0.34195859872611467,0.0070921985815602835,0.3867991559276998
2011-06-06,0.3397691082802548,0.024822695035460994,0.4097436755385061
2011-06-07,0.34195859872611467,0.01182033096926714,0.4742028693692289
2011-06-08,0.3495222929936306,0.027186761229314422,0.3606088736163811
2011-06-09,0.34892515923566886,0.018912529550827423,0.5469015533187523
2011-06-10,0.34633757961783446,0.027186761229314422,0.5412920468960073
2011-06-13,0.348328025477707,0.03309692671394799,0.5393181395719738
2011-06-14,0.3363853503184714,0.01182033096926714,0.5922506007257562
2011-06-15,0.2764729299363058,0.0070921985815602835,0.8257328826030675
2011-06-16,0.2609474522292994,0.008274231678486997,0.5584645701350093
2011-06-17,0.2577627388535032,0.02009456264775414,0.4096564228675035
2011-06-20,0.2511942675159236,0.031914893617021274,0.5452474402134838
2011-06-21,0.2687101910828026,0.02009456264775414,0.7117987358561918
2011-06-22,0.2738853503184714,0.016548463356973995,0.40056298371234095
2011-06-23,0.26910828025477707,0.026004728132387706,0.5260916534550661
2011-06-24,0.26234076433121023,0.01182033096926714,0.3786457970911496
2011-06-27,0.26671974522293,0.026004728132387706,0.344563252468191
2011-06-28,0.28363853503184716,0.027186761229314422,0.4461844969572602
2011-06-29,0.28960987261146504,0.0425531914893617,0.3413060928296337
2011-06-30,0.30971337579617836,0.18085106382978725,0.6403202235067121
2011-07-01,0.3172770700636943,0.04609929078014184,0.6094062722233979
2011-07-05,0.31150477707006374,0.02364066193853428,0.6165439928611104
2011-07-06,0.3204617834394905,0.0070921985815602835,0.4754537353921745
2011-07-07,0.3242436305732484,0.0070921985815602835,0.541557532088939
2011-07-08,0.3202627388535032,0.02127659574468085,0.19758975145794047
2011-07-11,0.3210589171974522,0.027186761229314422,0.455076570634442
2011-07-12,0.32085987261146504,0.014184397163120567,0.4572545315375467
2011-07-13,0.3355891719745223,0.022458628841607566,0.5504673495866104
2011-07-14,0.36464968152866245,0.010638297872340425,0.6620219424675229
2011-07-15,0.3775875796178344,0.010638297872340425,0.5442062005656614
2011-07-18,0.3748009554140128,0.026004728132387706,0.47419483587522354
2011-07-19,0.3744028662420382,0.008274231678486997,0.76759767438073
2011-07-20,0.3720143312101912,0.0035460992907801418,0.5462556118322118
2011-07-21,0.3730095541401275,0.01773049645390071,0.3513568826713133
2011-07-22,0.3692277070063695,0.010638297872340425,0.5450304816811334
2011-07-25,0.3405652866242038,0.018912529550827423,0.46981366753173226
2011-07-26,0.32961783439490444,0.05200945626477541,0.7140557856685729
2011-07-27,0.31309713375796183,0.03664302600472813,0.601876944123251
2011-07-28,0.30632961783439494,0.016548463356973995,0.6676601758509804
2011-07-29,0.3156847133757962,0.014184397163120567,0.6069019429018121
2011-08-01,0.30613057324840764,0.015366430260047281,0.554913789693849
2011-08-02,0.29796974522292996,0.014184397163120567,0.45462273830268846
2011-08-03,0.2929936305732484,0.01773049645390071,0.3928602836994932
2011-08-04,0.2705015923566879,0.09101654846335698,0.3782934963365884
2011-08-05,0.2649283439490446,0.07446808510638298,0.28740275990858183
2011-08-08,0.2336783439490446,0.02009456264775414,0.33998773132691645
2011-08-09,0.24810907643312105,0.015366430260047281,0.6288813250166925
2011-08-10,0.23746019108280256,0.026004728132387706,0.3827335066242099
2011-08-11,0.24124203821656057,0.024822695035460994,0.5807486456835833
2011-08-12,0.23268312101910832,0.02009456264775414,0.5840351629580165
2011-08-15,0.240843949044586,0.015366430260047281,0.5942566789430945
2011-08-16,0.23984872611464972,0.016548463356973995,0.4626889384702518
2011-08-17,0.23487261146496818,0.03546099290780142,0.3955201656463492
2011-08-18,0.2121815286624204,0.03309692671394799,0.2960598166138497
2011-08-19,0.19506369426751596,0.031914893617021274,0.41607645973556406
2011-08-22,0.1942675159235669,0.02955082742316785,0.3945865837174076
2011-08-23,0.20939490445859874,0.028368794326241134,0.4701112323502105
2011-08-24,0.1994426751592357,0.015366430260047281,0.522813605353546
2011-08-25,0.19207802547770703,0.018912529550827423,0.5039871271538431
2011-08-26,0.19506369426751596,0.03546099290780142,0.4926855347861358
2011-08-29,0.20839968152866245,0.014184397163120567,0.6020987031035395
2011-08-30,0.21078821656050958,0.01182033096926714,0.6921395114936142
2011-08-31,0.20561305732484078,0.015366430260047281,0.48670493065718023
2011-09-01,0.19406847133757965,0.037825059101654845,0.5617498042819277
2011-09-02,0.17914012738853505,0.03546099290780142,0.513527499181767
2011-09-06,0.17356687898089174,0.03900709219858156,0.40514313505152205
2011-09-07,0.1948646496815287,0.02364066193853428,0.5002466918399361
2011-09-08,0.173765923566879,0.01773049645390071,0.3018153293270142
2011-09-09,0.16023089171974525,0.03900709219858156,0.23603930701476214
2011-09-12,0.16341560509554143,0.018912529550827423,0.19997285691795713
2011-09-13,0.17296974522293,0.027186761229314422,0.3204439884406659
2011-09-14,0.1656050955414013,0.02009456264775414,0.3394419744239783
2011-09-15,0.1636146496815287,0.018912529550827423,0.4740048148634236
2011-09-16,0.14888535031847136,0.0425531914893617,0.3475255852892122
2011-09-19,0.14490445859872617,0.034278959810874705,0.4978281553380486
2011-09-20,0.12440286624203822,0.03900709219858156,0.4243187964565821
2011-09-21,0.11504777070063697,0.09219858156028368,0.45740669771697784
2011-09-22,0.10489649681528662,0.06501182033096926,0.36724062652437456
2011-09-23,0.10648885350318471,0.0768321513002364,0.4611577396359895
2011-09-26,0.10091560509554141,0.03900709219858156,0.40151324279039796
2011-09-27,0.10987261146496816,0.03900709219858156,0.4545701126565634
2011-09-28,0.11265923566878983,0.09929078014184398,0.3325804928097973
2011-09-29,0.09892515923566882,0.06264775413711583,0.4627872165332329
2011-09-30,0.08598726114649682,0.09929078014184398,0.5292708378239163
2011-10-03,0.06707802547770701,0.08747044917257683,0.3953508170972461
2011-10-04,0.07344745222929937,0.0768321513002364,0.4138958761762205
2011-10-05,0.07981687898089172,0.03309692671394799,0.48170801494030074
2011-10-06,0.0927547770700637,0.06028368794326241,0.5795634306684251
2011-10-07,0.08638535031847135,0.026004728132387706,0.39503635638819484
2011-10-10,0.09315286624203822,0.04018912529550828,0.4303392652600343
2011-10-11,0.08897292993630575,0.10283687943262411,0.3110916996948621
2011-10-12,0.09514331210191086,0.10638297872340426,0.3122440892061266
2011-10-13,0.08996815286624203,0.04373522458628842,0.4200119372417654
2011-10-14,0.102109872611465,0.06028368794326241,0.32505252186375233
2011-10-17,0.10031847133757965,0.04846335697399527,0.21007608076643774
2011-10-18,0.11246019108280257,0.05200945626477541,0.4852117612784026
2011-10-19,0.10628980891719746,0.04728132387706856,0.2360313689289033
2011-10-20,0.10509554140127392,0.02955082742316785,0.31218887242208554
