Date,Closing Price,Daily Tweets,Sentiment Score
2011-01-03,132.78,8.0,0.27876249999999997
2011-01-04,131.12,3.0,0.08753333333333335
2011-01-05,131.6,9.0,0.22082222222222223
2011-01-06,134.53,16.0,0.020131249999999996
2011-01-07,133.58,26.0,0.01455769230769231
2011-01-10,136.43,17.0,0.3039117647058823
2011-01-11,137.69,12.0,0.116475
2011-01-12,139.83,26.0,0.09555769230769232
2011-01-13,141.55,12.0,0.14105
2011-01-14,140.84,5.0,0.21051999999999998
2011-01-18,147.95,33.0,0.19240000000000002
2011-01-19,143.68,11.0,0.034609090909090916
2011-01-20,147.39,21.0,0.15259523809523812
2011-01-21,147.41,23.0,0.2451086956521739
2011-01-24,156.4,48.0,0.1742541666666667
2011-01-25,150.62,52.0,0.07513653846153846
2011-01-26,151.86,22.0,0.15790454545454544
2011-01-27,151.02,10.0,0.17183
2011-01-28,147.49,6.0,0.28163333333333335
2011-01-31,154.58,9.0,0.3228555555555556
2011-02-01,156.1,22.0,0.22433181818181822
2011-02-02,164.4,35.0,0.10140571428571428
2011-02-03,162.17,49.0,0.05426326530612245
2011-02-04,157.94,33.0,0.08828484848484848
2011-02-07,159.3,22.0,0.14920454545454545
2011-02-08,158.48,19.0,-0.12095789473684211
2011-02-09,155.28,18.0,0.05463333333333334
2011-02-10,157.47,6.0,0.11538333333333334
2011-02-11,166.11,39.0,0.19143589743589745
2011-02-14,167.75,43.0,0.2195209302325581
2011-02-15,166.26,10.0,0.33954000000000006
2011-02-16,169.0,19.0,0.008615789473684205
2011-02-17,170.8,32.0,0.18853125000000007
2011-02-18,168.22,32.0,0.09852500000000002
2011-02-22,164.1,18.0,0.03822777777777778
2011-02-23,163.02,24.0,0.08017499999999998
2011-02-24,164.68,53.0,0.08300566037735851
2011-02-25,155.72,109.0,0.09611834862385325
2011-02-28,147.39,54.0,0.024207407407407414
2011-03-01,147.37,64.0,0.01871406249999999
2011-03-02,145.64,22.0,0.22151818181818186
2011-03-03,145.91,49.0,0.12828163265306125
2011-03-04,146.57,17.0,0.07404705882352941
2011-03-07,142.55,16.0,0.13955625
2011-03-08,143.17,19.0,0.0420421052631579
2011-03-09,142.7,23.0,0.21951304347826087
2011-03-10,140.05,13.0,-0.08996153846153845
2011-03-11,139.74,10.0,0.20732
2011-03-14,146.91,81.0,0.09559012345679012
2011-03-15,158.91,128.0,0.045189843749999986
2011-03-16,155.08,59.0,0.04777796610169492
2011-03-17,154.0,61.0,0.030619672131147548
2011-03-18,149.66,60.0,0.08638166666666668
2011-03-21,150.18,33.0,0.17007878787878788
2011-03-22,149.0,20.0,0.133215
2011-03-23,149.85,19.0,0.1420842105263158
2011-03-24,150.18,24.0,0.0327625
2011-03-25,150.44,16.0,0.18443750000000003
2011-03-28,153.28,43.0,0.13492093023255816
2011-03-29,156.08,27.0,0.12362592592592592
2011-03-30,155.39,17.0,0.20566470588235294
2011-03-31,160.84,37.0,0.1891135135135136
2011-04-01,160.4,33.0,0.09021515151515154
2011-04-04,156.26,19.0,0.20431578947368423
2011-04-05,153.01,20.0,0.15017000000000003
2011-04-06,150.6,28.0,0.17311785714285713
2011-04-07,148.8,43.0,0.12348837209302324
2011-04-08,147.32,34.0,0.2003117647058824
2011-04-11,144.4,22.0,0.15945000000000004
2011-04-12,143.65,17.0,0.04164117647058824
2011-04-13,144.73,53.0,0.0672509433962264
2011-04-14,140.9,64.0,0.09236093749999999
2011-04-15,137.64,47.0,0.05025531914893616
2011-04-18,136.94,19.0,0.012178947368421062
2011-04-19,134.26,36.0,0.0025750000000000096
2011-04-20,138.47,22.0,0.02590454545454547
2011-04-21,137.22,27.0,0.21910000000000004
2011-04-25,134.71,14.0,0.06742142857142858
2011-04-26,136.49,12.0,0.03832499999999999
2011-04-27,138.59,41.0,0.07875365853658535
2011-04-28,138.39,40.0,0.16297499999999998
2011-04-29,139.57,55.0,0.0465309090909091
2011-05-02,137.53,30.0,-0.11783666666666669
2011-05-03,134.66,100.0,0.046548999999999986
2011-05-04,126.31,113.0,0.050954867256637164
2011-05-05,127.91,34.0,0.14905294117647055
2011-05-06,129.96,20.0,0.031830000000000004
2011-05-09,130.04,15.0,0.1877533333333333
2011-05-10,128.51,15.0,0.09272
2011-05-11,124.3,35.0,0.1461942857142857
2011-05-12,132.07,70.0,0.06333285714285718
2011-05-13,125.65,27.0,-0.005837037037037028
2011-05-16,125.28,12.0,0.10635
2011-05-17,126.62,15.0,0.026099999999999995
2011-05-18,129.24,30.0,-0.0528966666666667
2011-05-19,128.37,15.0,0.00876
2011-05-20,126.38,12.0,0.16900833333333332
2011-05-23,124.095,13.0,0.18316153846153846
2011-05-24,123.89,8.0,0.005375000000000005
2011-05-25,120.62,40.0,0.15011500000000003
2011-05-26,117.96,44.0,0.12327500000000001
2011-05-27,121.37,25.0,0.10156800000000002
2011-05-31,124.25,35.0,0.2312657142857143
2011-06-01,119.71,14.0,0.18091428571428572
2011-06-02,120.54,10.0,0.04275
2011-06-03,118.66,7.0,0.024357142857142855
2011-06-06,116.63,22.0,0.04467727272727271
2011-06-07,117.86,11.0,0.10176363636363636
2011-06-08,114.39,24.0,0.0011625000000000042
2011-06-09,114.06,17.0,0.16614705882352943
2011-06-10,117.09,24.0,0.16117916666666668
2011-06-13,116.31,29.0,0.15943103448275864
2011-06-14,119.3,11.0,0.20630909090909091
2011-06-15,116.76,7.0,0.4130857142857143
2011-06-16,118.83,8.0,0.17638749999999997
2011-06-17,121.55,18.0,0.04460000000000001
2011-06-20,125.02,28.0,0.16468214285714286
2011-06-21,124.65,18.0,0.3121833333333333
2011-06-22,122.95,15.0,0.036546666666666665
2011-06-23,122.45,23.0,0.14771739130434783
2011-06-24,116.56,11.0,0.01713636363636363
2011-06-27,116.68,23.0,-0.013047826086956519
2011-06-28,124.61,24.0,0.07695000000000002
2011-06-29,129.42,37.0,-0.015932432432432465
2011-06-30,132.27,154.0,0.2488805194805193
2011-07-01,133.06,40.0,0.22150250000000002
2011-07-05,132.09,21.0,0.22782380952380948
2011-07-06,131.53,7.0,0.10287142857142857
2011-07-07,132.87,7.0,0.16141428571428573
2011-07-08,132.6,19.0,-0.14321052631578948
2011-07-11,126.93,24.0,0.084825
2011-07-12,123.97,13.0,0.08675384615384617
2011-07-13,125.18,20.0,0.169305
2011-07-14,123.19,10.0,0.2681
2011-07-15,124.64,10.0,0.16376
2011-07-18,121.93,23.0,0.10175652173913043
2011-07-19,123.94,8.0,0.3616
2011-07-20,123.36,4.0,0.165575
2011-07-21,125.195,16.0,-0.007031249999999996
2011-07-22,124.12,10.0,0.16449
2011-07-25,120.6,17.0,0.09787647058823527
2011-07-26,120.27,45.0,0.3141822222222223
2011-07-27,116.6,32.0,0.21483437500000005
2011-07-28,117.65,15.0,0.27309333333333335
2011-07-29,118.23,13.0,0.2192846153846154
2011-08-01,117.39,14.0,0.17324285714285717
2011-08-02,115.04,13.0,0.08442307692307693
2011-08-03,115.25,16.0,0.029724999999999994
2011-08-04,107.94,78.0,0.016824358974358973
2011-08-05,105.43,64.0,-0.06367031250000002
2011-08-08,99.88,18.0,-0.017100000000000014
2011-08-09,99.7,14.0,0.23875
2011-08-10,100.36,23.0,0.02075652173913045
2011-08-11,103.04,22.0,0.19612272727272728
2011-08-12,104.13,18.0,0.19903333333333334
2011-08-15,106.1,14.0,0.20808571428571435
2011-08-16,104.46,15.0,0.09156666666666667
2011-08-17,99.46,31.0,0.032080645161290305
2011-08-18,94.77,29.0,-0.05600344827586208
