Date,daily_tweets,neg_sentiment,pos_sentiment,compound_sentiment,closing_price
2011-01-03,8,0.0,0.203625,0.27876249999999997,132.78
2011-01-04,3,0.17600000000000002,0.13266666666666668,0.08753333333333335,131.12
2011-01-05,9,0.0,0.10955555555555557,0.22082222222222223,131.6
2011-01-06,16,0.0915,0.09331249999999999,0.020131249999999996,134.53
2011-01-07,26,0.006230769230769231,0.016884615384615387,0.01455769230769231,133.58
2011-01-10,17,0.0,0.1728823529411765,0.3039117647058823,136.43
2011-01-11,12,0.015916666666666666,0.10058333333333332,0.116475,137.69
2011-01-12,26,0.034192307692307695,0.07173076923076922,0.09555769230769232,139.83
2011-01-13,12,0.0,0.083,0.14105,141.55
2011-01-14,5,0.10200000000000001,0.1658,0.21051999999999998,140.84
2011-01-18,33,0.004242424242424243,0.13324242424242422,0.19240000000000002,147.95
2011-01-19,11,0.0660909090909091,0.06445454545454546,0.034609090909090916,143.68
2011-01-20,21,0.018761904761904764,0.14314285714285716,0.15259523809523812,147.39
2011-01-21,23,0.007826086956521738,0.17013043478260867,0.2451086956521739,147.41
2011-01-24,48,0.025208333333333333,0.13122916666666665,0.1742541666666667,156.4
2011-01-25,52,0.08317307692307695,0.12053846153846155,0.07513653846153846,150.62
2011-01-26,22,0.04427272727272727,0.1340909090909091,0.15790454545454544,151.86
2011-01-27,10,0.0381,0.1311,0.17183,151.02
2011-01-28,6,0.04466666666666667,0.2793333333333334,0.28163333333333335,147.49
2011-01-31,9,0.03177777777777778,0.24055555555555555,0.3228555555555556,154.58
2011-02-01,22,0.004590909090909091,0.16963636363636364,0.22433181818181822,156.1
2011-02-02,35,0.011057142857142857,0.06994285714285714,0.10140571428571428,164.4
2011-02-03,49,0.027999999999999997,0.0563061224489796,0.05426326530612245,162.17
2011-02-04,33,0.02224242424242424,0.08966666666666666,0.08828484848484848,157.94
2011-02-07,22,0.02059090909090909,0.12549999999999997,0.14920454545454545,159.3
2011-02-08,19,0.09252631578947368,0.03905263157894737,-0.12095789473684211,158.48
2011-02-09,18,0.06055555555555555,0.08233333333333333,0.05463333333333334,155.28
2011-02-10,6,0.09033333333333333,0.155,0.11538333333333334,157.47
2011-02-11,39,0.03464102564102565,0.14025641025641028,0.19143589743589745,166.11
2011-02-14,43,0.03376744186046512,0.16162790697674417,0.2195209302325581,167.75
2011-02-15,10,0.0,0.22230000000000003,0.33954000000000006,166.26
2011-02-16,19,0.068,0.07294736842105264,0.008615789473684205,169.0
2011-02-17,32,0.0,0.14328124999999997,0.18853125000000007,170.8
2011-02-18,32,0.0368125,0.10578125,0.09852500000000002,168.22
2011-02-22,18,0.042277777777777775,0.05244444444444444,0.03822777777777778,164.1
2011-02-23,24,0.03204166666666667,0.09354166666666665,0.08017499999999998,163.02
2011-02-24,53,0.04069811320754717,0.09837735849056603,0.08300566037735851,164.68
2011-02-25,109,0.045853211009174305,0.11316513761467892,0.09611834862385325,155.72
2011-02-28,54,0.03122222222222222,0.04500000000000001,0.024207407407407414,147.39
2011-03-01,64,0.039484375,0.05,0.01871406249999999,147.37
2011-03-02,22,0.034772727272727275,0.17277272727272727,0.22151818181818186,145.64
2011-03-03,49,0.059918367346938776,0.11336734693877548,0.12828163265306125,145.91
2011-03-04,17,0.09152941176470589,0.1598235294117647,0.07404705882352941,146.57
2011-03-07,16,0.028562500000000005,0.10899999999999999,0.13955625,142.55
2011-03-08,19,0.026631578947368423,0.039999999999999994,0.0420421052631579,143.17
2011-03-09,23,0.005782608695652175,0.12908695652173913,0.21951304347826087,142.7
