Year-Week,COENF,DNNGY,DQ,ENPH,FSLR,GCTAY,ORA,RUN,SCTY,SPWR,TSLA,VWDRY
2007-05,,,,,33.136,,42.071999999999996,,,45.202,,
2007-06,,,,,40.267999999999994,,42.168,,,44.416,,
2007-07,,,,,49.75750000000001,,42.6025,,,46.1525,,
2007-08,,,,,48.55200000000001,,40.756,,,43.13199999999999,,
2007-09,,,,,48.39602,,38.372,,,41.41199999999999,,
2007-10,,,,,54.06,,38.842,,,43.471999999999994,,
2007-11,,,,,55.138,,40.294000000000004,,,41.718,,
2007-12,,,,,54.431999999999995,,41.08800000000001,,,45.342,,
2007-13,,,,,56.347500000000004,,41.325,,,47.942499999999995,,
2007-14,,,,,60.8116,,40.99,,,50.626000000000005,,
2007-15,,,,,62.03398,,41.436,,,54.952,,
2007-16,,,,,63.85799999999999,,41.066,,,57.988,,
2007-17,,,,,59.715999999999994,,37.672,,,57.951,,
2007-18,,,,,68.72,,37.282,,,57.212,,
2007-19,,,,,64.2692,,35.126,,,55.05,,
2007-20,,,,,64.91000000000001,,36.21,,,53.52,,
2007-21,,,,,67.91000000000001,,36.027499999999996,,,53.647499999999994,,
2007-22,,,,,70.74600000000001,,34.69799999999999,,,54.036,,
2007-23,,,,,73.88,,35.858,,,55.54600000000001,,
2007-24,,,,,80.63799999999999,,36.196,,,60.09000000000001,,
2007-25,,,,,88.53999999999999,,36.582,,,63.148,,
2007-26,,,,,95.5125,,39.2425,,,66.1375,,
2007-27,,,,,115.64202,,40.862,,,68.13398,,23.5
2007-28,7.108,,,,110.63,,40.489999999999995,,,68.806,,23.560000000000002
2007-29,7.1,,,,108.41398,,39.292,,,67.86800000000001,,23.03
2007-30,7.1,,,,108.98800000000001,,40.298,,,69.768,,22.51
2007-31,7.05,,,,102.16801999999998,,44.455999999999996,,,72.648,,22.04
