Date,Closing Price,Daily Tweets,Pos Sentiment
2011-01-03,0.15187165775401068,0.010075566750629723,0.39751359751359744
2011-01-04,0.15187165775401068,0.012594458438287154,0.32478632478632474
2011-01-05,0.15187165775401068,0.010075566750629723,0.4634032634032633
2011-01-06,0.15187165775401068,0.005037783375314861,0.3615643615643615
2011-01-07,0.15187165775401068,0.007556675062972292,0.2148407148407148
2011-01-10,0.15187165775401068,0.027707808564231738,0.4129759129759129
2011-01-11,0.15187165775401068,0.08312342569269521,0.397367338543809
2011-01-12,0.15187165775401068,0.030226700251889168,0.38790269559500334
2011-01-13,0.15187165775401068,0.04534005037783375,0.3629002576370997
2011-01-14,0.15187165775401068,0.02518891687657431,0.3500741682559865
2011-01-18,0.15187165775401068,0.010075566750629723,0.4354312354312353
2011-01-19,0.15187165775401068,0.007556675062972292,0.4308469308469308
2011-01-20,0.15187165775401068,0.005037783375314861,0.26210826210826205
2011-01-21,0.15187165775401068,0.030226700251889168,0.721056721056721
2011-01-24,0.15187165775401068,0.017632241813602016,0.5592463092463091
2011-01-25,0.15187165775401068,0.012594458438287154,0.38332038332038326
2011-01-26,0.15187165775401068,0.027707808564231738,0.3574203574203574
2011-01-27,0.15187165775401068,0.07304785894206549,0.43423983423983425
2011-01-28,0.15187165775401068,0.0327455919395466,0.4778554778554779
2011-01-31,0.15187165775401068,0.027707808564231738,0.47422947422947415
2011-02-01,0.15187165775401068,0.04785894206549118,0.2989121989121989
2011-02-02,0.15187165775401068,0.0025188916876574307,0.41025641025641013
2011-02-03,0.15187165775401068,0.022670025188916875,0.3852369852369852
2011-02-04,0.15187165775401068,0.0025188916876574307,0.8243978243978243
2011-02-07,0.15187165775401068,0.012594458438287154,0.28878528878528875
2011-02-08,0.15187165775401068,0.012594458438287154,0.2763532763532763
2011-02-09,0.15187165775401068,0.020151133501259445,0.4080117413450747
2011-02-10,0.15187165775401068,0.012594458438287154,0.3825433825433825
2011-02-11,0.15187165775401068,0.022670025188916875,0.39953379953379947
2011-02-14,0.15187165775401068,0.005037783375314861,0.4579124579124579
2011-02-15,0.15187165775401068,0.010075566750629723,0.4338772338772338
2011-02-16,0.15187165775401068,0.007556675062972292,0.5466200466200466
2011-02-17,0.15187165775401068,0.020151133501259445,0.33134766468099797
2011-02-18,0.15187165775401068,0.012594458438287154,0.33048433048433046
2011-02-22,0.15187165775401068,0.05289672544080604,0.5968072331708696
2011-02-23,0.15187165775401068,0.042821158690176324,0.47932314598981257
2011-02-24,0.15187165775401068,0.027707808564231738,0.44224294224294225
2011-02-25,0.15187165775401068,0.020151133501259445,0.3308296641629974
2011-02-28,0.15187165775401068,0.02518891687657431,0.41082150173059256
2011-03-01,0.15187165775401068,0.04030226700251889,0.2789889848713378
2011-03-02,0.15187165775401068,0.042821158690176324,0.30985064318397654
2011-03-03,0.15187165775401068,0.020151133501259445,0.27333160666493994
2011-03-04,0.15187165775401068,0.022670025188916875,0.3561771561771561
2011-03-07,0.15187165775401068,0.04785894206549118,0.39160839160839167
2011-03-08,0.15187165775401068,0.027707808564231738,0.25291375291375284
2011-03-09,0.15187165775401068,0.027707808564231738,0.44819994819994824
2011-03-10,0.15187165775401068,0.015113350125944584,0.3365523365523366
2011-03-11,0.15187165775401068,0.030226700251889168,0.44767198613352455
2011-03-14,0.15187165775401068,0.042821158690176324,0.34550634550634557
2011-03-15,0.15187165775401068,0.022670025188916875,0.41507381507381497
2011-03-16,0.15187165775401068,0.005037783375314861,0.4045584045584046
2011-03-17,0.15187165775401068,0.05793450881612091,0.3428515928515929
2011-03-18,0.15187165775401068,0.06297229219143577,0.355089355089355
2011-03-21,0.15187165775401068,0.022670025188916875,0.25003885003885
2011-03-22,0.15187165775401068,0.0327455919395466,0.43567543567543554
2011-03-23,0.15187165775401068,0.02518891687657431,0.4072896800169527
2011-03-24,0.15187165775401068,0.03526448362720403,0.3935767935767935
2011-03-25,0.15187165775401068,0.030226700251889168,0.4587890741736895
2011-03-28,0.15187165775401068,0.020151133501259445,0.27972027972027974
2011-03-29,0.15187165775401068,0.030226700251889168,0.4354790508636662
2011-03-30,0.15187165775401068,0.04785894206549118,0.4503496503496504
2011-03-31,0.15187165775401068,0.0654911838790932,0.38539238539238535
2011-04-01,0.15187165775401068,0.03526448362720403,0.2796166796166796
2011-04-04,0.15187165775401068,0.030226700251889168,0.40164963241886326
2011-04-05,0.15187165775401068,0.027707808564231738,0.26469826469826463
2011-04-06,0.19037433155080213,0.022670025188916875,0.2834498834498834
2011-04-07,0.1839572192513369,0.0327455919395466,0.3421023421023421
2011-04-08,0.19572192513368986,0.022670025188916875,0.2938616938616938
2011-04-11,0.1839572192513369,0.030226700251889168,0.5595600980216364
2011-04-12,0.18074866310160428,0.05289672544080604,0.5148689694144238
2011-04-13,0.2042780748663102,0.0327455919395466,0.38694638694638683
2011-04-14,0.18502673796791444,0.030226700251889168,0.31964616580001187
2011-04-15,0.1786096256684492,0.037783375314861464,0.30205905205905204
2011-04-18,0.16363636363636364,0.015113350125944584,0.16117216117216118
2011-04-19,0.16363636363636364,0.03526448362720403,0.3622895622895623
2011-04-20,0.16363636363636364,0.042821158690176324,0.23474056807390134
2011-04-21,0.15614973262032086,0.020151133501259445,0.3206423206423207
2011-04-25,0.15614973262032086,0.03526448362720403,0.43263403263403266
2011-04-26,0.15828877005347594,0.037783375314861464,0.3592657342657342
2011-04-27,0.15828877005347594,0.0327455919395466,0.38705738705738707
2011-04-28,0.16577540106951874,0.04030226700251889,0.4378627908039673
2011-04-29,0.16149732620320856,0.022670025188916875,0.41864801864801865
2011-05-02,0.15935828877005348,0.042821158690176324,0.390399723733057
2011-05-03,0.15828877005347594,0.02518891687657431,0.2826870099597372
2011-05-04,0.15828877005347594,0.04030226700251889,0.4008409890762831
2011-05-05,0.15401069518716579,0.037783375314861464,0.35372960372960366
2011-05-06,0.15294117647058825,0.042821158690176324,0.3300526633859967
