CreatedAt,TweetId,AuthorId,TweetText
2021-03-31T11:39:11.000Z,1377223949659078665,113066776,IP: SIEMENS GAMESA RENEWABLE ENERGY  S.A. https://t.co/k8IK4x3Uol
2021-03-31T11:37:22.000Z,1377223491691372544,2872782998,#Siemens Energy signs first 15-year long-term service agreement (#LTSA) with @Aramco for a range of turbines and generators at four major oil fields.
2021-03-31T11:32:32.000Z,1377222273824776192,245472048,Siemens Gamesa and Repsol wrap up their first deal to install 120 MW across four wind farms in Spain https://t.co/E6jRxpzVYQ
2021-03-31T11:04:18.000Z,1377215167973314562,1120583802882015232,Making #Berlin 's biggest air conditioner a source for climate-friendly heating  with the joint trial of a large-scale  high-temperature heat pump in the city's district heating network. Find out more:@Siemens_Energy@Vattenfall_De https://t.co/ZtPhMZjyoj
2021-03-31T11:03:18.000Z,1377214917279768584,99715606,The digital power plant of the future https://t.co/CGZ4qLpiBJ
2021-03-31T11:03:10.000Z,1377214883394056192,1333025927069016066,The digital power plant of the future https://t.co/wmrgE0G6h7
2021-03-31T10:44:43.000Z,1377210242283401216,1231972054460661760,To #digital and beyond! #energy #powerplant https://t.co/VKSXhdxnSh
2021-03-31T10:36:02.000Z,1377208056057102345,1135644847153565696,Join our April’s first-week training programs through the links in our Facebook post:https://t.co/tuA0nQKY9M@giz_gmbh – @Siemens_Energy in Egypt#CompetentForTheFuture#EGTAcademy https://t.co/N4cH4JltbT
2021-03-31T10:29:57.000Z,1377206526469931015,283938369,📣 Today  only around 60% of the population in Sudan has access to electricity! We're helping to change that with a cross border #interconnection project ensuring a reliable supply of #power from #Egypt to #Sudan! ➡ Read more: https://t.co/aGnfFDeVZh https://t.co/1HxdWQeKIx
2021-03-31T10:27:57.000Z,1377206021114974211,1298970025651564544,Our tree planting campaign was completed with the seeding of 2200 organic trees in Midelt  close to our 180MW wind farm. This initiative provided 6000 trees across 4 regions in Morocco thanks to the commitment of our employees and the NGO @AtlasHigh towards a sustainable future. https://t.co/gQU0WzVFfh
2021-03-31T10:27:26.000Z,1377205891951427584,1118739109,We have modified the layout and #furniture of @SiemensGamesaES 's new #office in Madrid. The company was looking for an office in which the professionals haven’t got an assigned position to work  with informal meeting spaces and others with more privacy. #workspace https://t.co/Ib1DbXz8PJ
2021-03-31T09:47:28.000Z,1377195835415404545,134732936,Dubai Holding had partnered with five firms to develop a 4 billion dirham ($1.1 billion) energy-from-waste facility. The build and operate project has a 35-year concession period with the Dubai municipality. https://t.co/bQFVdL0EVd
2021-03-31T09:46:00.000Z,1377195466245382153,134732936,📰 Energy sharing between countries can help boost #energy security and stability 🔐. Siemens Energy are supporting #Egypt and #Sudan in building the first #gridstabilization infrastructure of scale in Sudan ⚡.Read more here: https://t.co/3tkXp1eQsO
2021-03-31T09:41:06.000Z,1377194231702372357,161616306,Siemens Energy provides grid stabilization in #Sudan enabling #Egypt  power export https://t.co/lT3Vk75Hz1 https://t.co/wG65MUYmaC
2021-03-31T09:30:06.000Z,1377191462224461825,1007574961,Long-term nsif supporter  Angela Pye  was recently interviewed as part of Siemens Gamesa’s International Women’s Week campaign. Angela shares her story of son Steven’s paralysis through to raising over £103 000 for nsif 💜 Read the full article here ➜ https://t.co/YWuzTB5xTy https://t.co/0HAZWsuNci
2021-03-31T09:26:41.000Z,1377190602844987392,1070994006786617344,.@Siemens_Energy are proud to have signed a 15-year service agreement with Saudi @Aramco  covering a range of turbines and generators at four major #oil fields. Improving the reliability  efficiency  and availability of #power supply. ▶ Find out more: https://t.co/BPGUPokRdq
2021-03-31T09:09:36.000Z,1377186303440166918,1068176154828435456,Thanks to the Forests of @SiemensGamesa initiative  I already have my tree in the Amazon Rainforest!Proud to belong to a company that cares about the planet for future generations reducing #CO2 emissions.Thank you #SGRE for the 28.000 trees that will be planted in total! https://t.co/mLXVwVz3F9
2021-03-31T09:07:28.000Z,1377185769496866816,97275646,At @SiemensGamesa we are proud to be part of the Global Wind Energy Coalition for @COP26  where we will unite forces with other leading corporates and associations to address the #ClimateEmergency ahead of #COP26 conference @GWECGlobalWind @RenewableUK https://t.co/BqYmxaaLEQ
2021-03-31T09:00:07.000Z,1377183918298816516,175301859,"We have no choice but to bounce forward"  says Dr Jochen Eickholt  Member of Executive Board  @Siemens_Energy as he discusses 2020 as an inflection point that accelerates our energy transition: https://t.co/CtatVwfpM9 #SIEW2020 https://t.co/C1KV72snno
2021-03-31T08:46:34.000Z,1377180508694585346,1556106367,Siemens Gamesa and Repsol to Build Four Wind Farms in Spain #windenergie #windfarm #onshore #capacity #MW #turbines #platform #household #electricity #CO2 #emissions #production #operation https://t.co/ulrbuVanjm
2021-03-31T08:45:26.000Z,1377180223213424642,108061240,Decarbonization: We Just Have To Capture The Carbon Before It Enters The Atmosphere https://t.co/nN8qdPyFL5
2021-03-31T08:41:10.000Z,1377179147169005568,273382008,Siemens Gamesa and Repsol Wrap Up Their First Deal to Install 120 MW Across Four Wind Farms in Spain https://t.co/kFBx171f7i https://t.co/RD04cOYhwe
2021-03-31T08:36:07.000Z,1377177877087617029,477730529,Half of regional oil firms are 'exposed to cyber attack'. "Against a backdrop of escalating geopolitical and geo-economic tensions  one of the biggest threats nations face today is from state-sponsored cyber warfare" : https://t.co/u69gnZsGFc'
2021-03-31T08:35:43.000Z,1377177778945060864,477730529,Planned investment in clean energy must increase by 30% to a total of $131 trillion by 2050 to avert catastrophic climate change  with the need to massively scale up hydrogen production particularly acute  according to a study. https://t.co/4uTZbvsMXE
2021-03-31T08:35:30.000Z,1377177722431008769,477730529,DEWA honors strategic public and private sector partners  including Siemens Energy  and praises "remarkable achievements"  #Partnership #Collaboration #Innovation #SiemensEnergy https://t.co/ACklZAXEa8
2021-03-31T08:35:21.000Z,1377177683872808965,477730529,Etihad Airways is working with Siemens Energy in exploring the potential use of synthetic fuel - #hydrogen mixed with carbon - on flights  according to the airline's head of #sustainability and business excellence. #UAE https://t.co/xHoXksxtzW
2021-03-31T08:35:11.000Z,1377177644496646150,477730529,Siemens Energy is being promoted to the benchmark German stock index DAX  just months after spin-off! ⚡️🔔📈 #EnergizingSociety #BULLISH #DAX https://t.co/ZpUhsAv4bu
2021-03-31T08:34:59.000Z,1377177592441184264,477730529,Dewa's highly efficient Jebel Ali power and desalination complex  developed with Siemens Energy  gets Guinness World Record as the largest single-site natural gas power generation facility globally  #SiemensEnergy #Innovation #Partnership #WorldRecord https://t.co/2vBbGgWDmJ
2021-03-31T08:33:16.000Z,1377177159882604549,477730529,Siemens Energy to supply F-class gas turbines to power China’s Greater Bay Area development https://t.co/56BeMoJWgN
