Year-Week,first_solar,meridian_energy,plug_power,siemens_gamesa,sunpower,sunrun
2011-00,0.0,,0.0,0.6605,0.049006666666666664,0.6124
2011-01,0.10480641025641027,0.08626666666666667,0.4115,0.36878620689655167,0.2115826086956522,0.2582266666666666
2011-02,0.15686708860759493,-0.03613333333333333,0.16460823529411767,0.39402105263157905,0.29315405405405404,0.15802333333333338
2011-03,0.17591382978723402,0.46241000000000004,0.07503982300884955,0.43319622641509425,0.18386097560975612,0.15287794117647055
2011-04,0.13779352517985607,-0.11241999999999999,-0.0677875,0.4274799999999999,0.2122942307692307,0.2109252631578946
2011-05,0.1133585987261146,-0.016422222222222203,0.16336399999999998,0.39459344262295076,0.34538372093023256,0.25960412371134023
2011-06,0.1038741379310345,0.21461999999999998,0.20620000000000002,0.3440659999999997,0.30316470588235295,0.26591016949152546
2011-07,0.1626327044025157,0.04294444444444444,-0.02612857142857144,0.36795599999999967,0.13338681318681317,0.45141351351351383
2011-08,0.07415466666666666,0.28735161290322586,0.0,0.4569032967032967,0.10034399999999996,0.5979102564102567
2011-09,0.07379177489177494,0.31096428571428575,0.17436000000000001,0.3438901408450702,0.08313736263736263,0.1127534562211982
2011-10,0.1025557894736842,0.2672333333333334,-0.14049999999999999,0.38160136986301346,0.26059268292682924,0.4079743902439025
2011-11,0.06636682692307692,0.31818,0.12796470588235292,0.3038154639175257,0.23827073170731708,0.26350689655172405
2011-12,0.12686640000000002,0.4450166666666668,0.04683333333333333,0.4069760563380279,0.2383627906976744,0.16730769230769235
2011-13,0.13739345238095238,0.3398461538461538,0.07450857142857144,0.3951690909090912,0.3406131578947368,0.23774576271186437
2011-14,0.14443389830508477,,0.19650000000000004,0.31156714285714276,0.31613225806451617,0.2491234567901235
2011-15,0.07087990867579907,,-0.17,0.4190874999999999,0.27962682926829263,0.26606313131313114
2011-16,0.07880230769230767,0.26089999999999997,0.14877692307692308,0.297998684210526,0.3802,0.29169983065199034
2011-17,0.08437621621621623,0.27661428571428576,0.2926583333333334,0.42041538461538447,0.1473532608695652,0.1507506944444444
2011-18,0.045968932038834946,0.15893333333333334,0.04830000000000001,0.3237044444444443,0.11760431034482764,0.14651484375000012
2011-19,0.09818166666666668,0.33668750000000003,0.1782344827586207,0.41295874999999993,-0.06252178217821783,0.19253720930232562
2011-20,0.0653158878504673,0.41381904761904764,0.06457777777777778,0.37862926829268256,0.23471475409836076,0.29696666666666666
2011-21,0.1414766423357664,0.3876833333333334,-0.026416666666666668,0.36445783783783814,0.27241333333333334,0.36784387096774246
2011-22,0.16563297872340424,-0.03673333333333332,0.0,0.3550693877551018,0.32333333333333336,0.24859062500000004
2011-23,0.09554864864864865,0.260075,0.0,0.328233333333333,0.1632473684210526,0.08506231884057963
2011-24,0.16980749999999994,0.216015,,0.38182474226804136,0.24713571428571415,0.20345357142857146
2011-25,0.157919,0.35127,0.0,0.32444361702127633,0.538356692913386,0.469716788321167
2011-26,0.1730925170068026,0.35997142857142855,0.10684583333333335,0.4122848837209303,0.31876271186440674,0.3643163265306122
2011-27,0.12015942028985507,0.4136000000000001,0.0,0.3750340206185568,0.3224,0.41155121951219503
2011-28,0.1310295454545454,0.4366818181818182,-0.09924285714285715,0.3990763440860216,0.26147317073170734,0.2080967462039041
2011-29,0.11231866666666666,0.30616000000000004,0.09180943396226417,0.3514559999999998,0.27856341463414636,0.32460458715596346
2011-30,0.24501984732824433,0.37000833333333333,0.09149999999999998,0.4117087301587307,0.2291523076923076,0.1996196808510637
2011-31,0.0107095238095238,0.52385,0.0,0.3517465346534653,0.3953877551020409,0.18114105263157892
2011-32,0.11537475728155341,0.36190833333333333,0.0,0.34791970802919736,0.2514907692307692,0.21707166666666666
2011-33,0.041701503759398496,0.41354615384615384,0.0,0.32202530120481904,0.2516704545454546,0.31700000000000006
2011-34,0.10600813008130085,0.43494210526315796,0.0,0.3825048780487803,0.22254081632653067,0.3332933333333331
2011-35,0.1704738738738739,0.36612352941176474,0.0,0.3832132978723406,0.2959152542372881,0.3222560344827585
2011-36,-0.02219406779661018,0.28734166666666666,0.05741428571428571,0.47072947976878676,0.2648823529411764,0.41194328358208976
2011-37,-0.0012894308943089431,0.1770142857142857,0.029600000000000005,0.37939191919191884,0.3446552631578947,0.040601973684210556
2011-38,0.061478754578754576,0.35152500000000003,0.0344,0.3548180451127818,0.37305806451612894,0.36078936170212766
2011-39,0.0740337662337662,0.30545,0.0,0.2529006329113925,0.3250451612903226,0.31494320987654323
2011-40,0.07640424710424713,0.36835,0.30605,0.36890425531914883,0.2998698113207548,0.43680333333333377
2011-41,-0.011587261146496821,0.06577999999999999,0.08895,0.3108812500000001,0.2718216666666665,0.34813452380952387
2011-42,0.019264824120603027,0.3066,0.12806250000000005,0.14571344827586225,0.17621320754716985,0.2796948717948718
2011-43,0.0497550102249488,0.4163,0.20314375,0.3838263888888895,0.2693325,0.3821727272727272
2011-44,0.08472734375000003,0.255475,0.5241206896551723,0.34783644859813095,0.20999,0.12234462365591403
2011-45,0.023414141414141415,0.39716666666666667,0.1558177777777778,0.3446831578947371,0.3065696428571429,0.25822857142857136
2011-46,0.06654484536082475,0.0683,0.4584620689655173,0.3893878787878794,0.31748928571428575,0.11993025210084031
2011-47,0.032830000000000005,0.39988823529411766,0.5814300000000001,0.42212101449275374,0.36112352941176473,0.36765454545454546
2011-48,0.16610457516339872,0.2043047619047619,0.07055714285714286,0.35130000000000017,0.34493421052631573,0.31620379746835436
2011-49,0.09726133720930233,0.3436,0.038318181818181814,0.34777599999999986,0.16442916666666668,0.39195932203389805
2011-50,0.045446241134751805,0.14161666666666664,0.13396666666666665,0.3344263565891474,0.18532826086956525,0.35636972477064216
2011-51,0.11259196787148594,0.23285,0.0,0.36881904761904744,0.12737051282051284,0.20231129032258066
2011-52,0.12522479338842976,0.4588,0.28076666666666666,0.3032154929577463,0.1609617283950617,0.08282777777777778
2012-01,0.05776074766355142,0.48406666666666665,,0.3567962499999998,0.12198833333333331,0.29775555555555555
2012-02,0.09969609609609588,0.27212000000000003,0.0,0.35905729166666656,0.18145076923076928,0.23910769230769235
2012-03,0.17331050847457574,0.21956111111111118,0.26353333333333334,0.21254208633093527,0.16803,0.2410467532467532
2012-04,0.09878647058823525,0.13315,0.09866666666666668,0.3198097014925372,0.14164210526315787,0.31137816901408416
2012-05,0.18120607476635514,0.22628666666666666,0.19578,0.3699993975903617,0.18575079365079364,0.21889620253164557
2012-06,0.12261030640668522,0.23570000000000002,0.11823333333333333,0.31959523809523815,0.14085185185185187,0.21260470588235295
2012-07,0.11864962779156328,0.30883333333333335,0.24620625000000002,0.35197469135802506,0.07449482758620692,0.1947134328358209
2012-08,0.018216549295774636,0.39225,0.19399666666666662,0.3129259803921571,0.3167350000000002,0.3599185185185184
2012-09,0.037638745387453904,0.27371999999999996,0.032461111111111114,0.32426617647058853,0.11533333333333336,0.18226320754716982
2012-10,0.03537864476386039,0.21276666666666666,-0.0677875,0.4640259842519687,0.17263663366336632,0.22678541666666666
2012-11,0.09687253086419755,0.38126666666666664,-0.2005,0.38653719008264475,0.27006507936507934,0.16629249999999995
2012-12,0.05946111111111111,0.29825,0.21157647058823528,0.36669591836734694,0.1862779999999999,0.26866233766233766
2012-13,0.08913228699551565,-0.12619375,0.2093846153846154,0.3133301587301587,0.20340697674418606,0.4021517045454546
