Date,daily_tweets,neg_sentiment,pos_sentiment,compound_sentiment,closing_price
2015-08-05,0.5544041450777202,0.13692360373183074,0.2727299942037672,0.371614810053049,0.06683356917383258
2015-08-06,0.37305699481865284,0.1394350550307495,0.09987163830644877,0.2755375175799284,0.045063676934799166
2015-08-07,0.12849740932642487,0.25866178967994763,0.2016152467522179,0.2876817848429937,0.05997605311853707
2015-08-10,0.06424870466321243,0.25390604750500234,0.2517687437445932,0.3177113894067187,0.05975835419614672
2015-08-11,0.05699481865284974,0.4714973873285433,0.2680189086759346,0.258280305215574,0.05616632197670621
2015-08-12,0.0383419689119171,0.17095981298772728,0.2486599707220164,0.33517647544133944,0.06226189180363557
2015-08-13,0.02694300518134715,0.16492972397609887,0.20364168008907185,0.2968140644991987,0.05975835419614672
2015-08-14,0.04248704663212435,0.1742123106590774,0.3963865655082532,0.43621532245234496,0.058887558506585384
2015-08-17,0.043523316062176166,0.029280148253915204,0.391821157374657,0.4528270034279504,0.059867203657341904
2015-08-18,0.05077720207253886,0.0934996734160679,0.38919590165557644,0.42690025473131993,0.061064547730488736
2015-08-19,0.04248704663212435,0.14976361543964412,0.40146502646131305,0.4547534080198087,0.06639817132905193
2015-08-20,0.04455958549222798,0.07505492547948457,0.4720620872760396,0.47609558553768044,0.06411233264395341
2015-08-21,0.022797927461139896,0.1727487007639224,0.3315014512557169,0.3600173357261969,0.05736366604985305
2015-08-24,0.021761658031088083,0.23407754883914253,0.381468896726293,0.437713181822078,0.04930880592141069
2015-08-25,0.02694300518134715,0.02943126013014974,0.28026151869748384,0.40457093744492595,0.05736366604985305
2015-08-26,0.025906735751295335,0.13991609305129876,0.25855822738434714,0.37109788341607475,0.06694241863502774
2015-08-27,0.03730569948186528,0.05480784507564389,0.40754264988610256,0.4301302589262987,0.06933710678132143
2015-08-28,0.03005181347150259,0.0,0.15848524305555547,0.352660607425775,0.07608577337542179
2015-08-31,0.09637305699481866,0.06373181205442137,0.25960738095117686,0.36799594692910575,0.07891585936649614
2015-09-01,0.03730569948186528,0.04755591646512612,0.32634040587640845,0.41426839073518235,0.0786981604441058
2015-09-02,0.024870466321243522,0.14757674722403655,0.15246098700887187,0.33763332305438953,0.07575922499183628
2015-09-03,0.03730569948186528,0.041280209013716526,0.20323532449988,0.36242243378859984,0.07630347229781213
2015-09-04,0.04248704663212435,0.021008677801623583,0.16949403583122083,0.35321148322162416,0.07543267660825079
2015-09-08,0.06010362694300518,0.10521205814301052,0.3157596347621424,0.42049245434929594,0.07532382714705563
2015-09-09,0.0383419689119171,0.034354910791020654,0.296944149562654,0.43088487054500574,0.07358223576793295
2015-09-10,0.08393782383419689,0.05455783721782351,0.17951643779077395,0.3221907680682529,0.07684771960378796
2015-09-11,0.049740932642487044,0.0,0.18200686435458205,0.3525021298066419,0.07477957984107979
2015-09-14,0.06632124352331606,0.3681083253780835,0.5147067246758307,0.5581727195741776,0.0720583433112006
2015-09-15,0.06010362694300518,0.048364312679206004,0.5807558930662067,0.6073390631378683,0.07467073037988461
2015-09-16,0.02694300518134715,0.0,0.3857624494642771,0.4713197494237393,0.07271144007837162
2015-09-17,0.039378238341968914,0.084015810011891,0.42383713815361834,0.5013473609929111,0.07369108522912812
2015-09-18,0.029015544041450778,0.22953219667109614,0.2901531463058868,0.36980492110974933,0.07565037553064112
2015-09-21,0.06424870466321243,0.6974225788726116,0.31613232055470036,0.21312881368255104,0.0773919669097638
2015-09-22,0.058031088082901555,0.5017899091294531,0.2404315419112577,0.18223708221349172,0.07358223576793295
2015-09-23,0.08911917098445596,0.23516670795888792,0.20503008147680737,0.31611297862085774,0.0694459562425166
