Date,daily_tweets,neg_sentiment,pos_sentiment,compound_sentiment,closing_price
2015-10-29,63,432,432,432,8.91
2015-10-30,43,473,473,473,7.41
2015-11-02,38,287,287,287,7.36
2015-11-03,47,431,431,431,7.52
2015-11-04,48,276,276,276,7.71
2015-11-05,61,276,276,276,8.07
2015-11-06,11,253,253,253,7.82
2015-11-09,42,356,356,356,7.73
2015-11-10,34,359,359,359,7.27
2015-11-11,93,412,412,412,6.99
2015-11-12,56,333,333,333,6.58
2015-11-13,96,433,433,433,7.31
2015-11-17,36,296,296,296,6.72
2015-11-18,43,272,272,272,6.55
2015-11-19,65,305,305,305,6.5
2015-11-20,42,199,199,199,6.67
2015-11-23,41,241,241,241,6.6
2015-11-24,96,257,257,257,6.74
2015-11-25,85,340,340,340,6.75
2015-11-27,22,171,171,171,7.22
2015-11-30,28,250,250,250,6.65
2015-12-01,20,225,225,225,7.05
2015-12-02,31,259,259,259,7.39
2015-12-03,60,317,317,317,7.95
2015-12-04,58,226,226,226,7.85
2015-12-07,34,208,208,208,7.91
2015-12-08,30,187,187,187,7.77
2015-12-09,46,257,257,257,7.71
2015-12-10,38,428,428,428,7.57
2015-12-11,142,336,336,336,7.86
2015-12-14,80,288,288,288,9.1
2015-12-15,94,328,328,328,9.49
2015-12-16,129,746,746,746,11.63
2015-12-17,160,632,632,632,12.71
2015-12-18,127,441,441,441,13.74
2015-12-21,225,527,527,527,13.4
2015-12-22,99,384,384,384,11.6
2015-12-23,196,394,394,394,11.88
2015-12-24,47,202,202,202,12.19
2015-12-28,84,241,241,241,11.67
2015-12-29,111,275,275,275,11.7
2015-12-30,69,238,238,238,11.72
2015-12-31,26,187,187,187,11.77
2016-01-04,46,269,269,269,11.21
2016-01-05,87,625,625,625,9.61
2016-01-06,58,261,261,261,10.2
2016-01-07,213,340,340,340,9.21
2016-01-08,186,315,315,315,9.75
2016-01-11,138,227,227,227,9.31
2016-01-12,116,284,284,284,8.67
2016-01-13,67,213,213,213,8.25
2016-01-14,50,273,273,273,8.0
2016-01-15,208,383,383,383,7.75
2016-01-19,58,243,243,243,7.4
2016-01-20,125,387,387,387,8.54
2016-01-21,262,519,519,519,8.97
2016-01-22,163,344,344,344,8.79
2016-01-25,48,148,148,148,8.41
2016-01-26,52,209,209,209,8.73
2016-01-27,36,187,187,187,8.34
2016-01-28,90,316,316,316,10.05
2016-01-29,194,462,462,462,9.52
2016-02-01,96,238,238,238,8.94
2016-02-02,73,171,171,171,8.34
2016-02-03,230,334,334,334,8.1
2016-02-04,81,239,239,239,8.05
2016-02-05,91,216,216,216,7.96
2016-02-08,2,51,51,51,7.6
2016-02-09,298,417,417,417,7.2
2016-02-10,78,299,299,299,6.07
2016-02-11,197,322,322,322,5.08
2016-02-12,179,298,298,298,5.04
2016-02-16,34,219,219,219,4.96
2016-02-17,50,260,260,260,5.33
2016-02-18,46,265,265,265,5.63
2016-02-19,306,505,505,505,5.41
2016-02-22,53,300,300,300,5.06
2016-02-23,84,524,524,524,5.16
2016-02-24,82,679,679,679,5.06
2016-02-25,72,390,390,390,5.3
2016-02-26,127,400,400,400,5.51
2016-02-29,75,319,319,319,5.62
2016-03-01,46,278,278,278,5.47
2016-03-02,116,281,281,281,6.1
